source_image,target_image
Dataset/data/Image355.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image356.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image357.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image358.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image359.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image360.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image361.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image362.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image363.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image364.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image365.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image366.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image367.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image368.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image369.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image370.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image371.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image372.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image373.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image374.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image375.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image376.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image377.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image378.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image379.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image380.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image381.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image382.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image383.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image384.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image385.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image386.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image387.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image388.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image389.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image390.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image391.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image392.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image393.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image394.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image395.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image396.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image397.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image398.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image399.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image400.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image401.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image402.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image403.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image404.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image405.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image406.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image407.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image408.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image409.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image410.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image411.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image412.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image413.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image414.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image415.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image416.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image417.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image418.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image419.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image420.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image421.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image422.jpg,Dataset/orthomosaic/nust.tif
Dataset/data/Image423.jpg,Dataset/orthomosaic/nust.tif
